استان,ایستگاه ,CO,O3,NO2,SO2,PM10,PM2.5,شاخص,تاریخ و ساعت
قزوین,آبیک,38.0,43.0,44.0,16.0,78.0,93.0,78,1396/06/23 11:00:00
قزوین,قزوین,26.0,31.0,14.0,30.0,31.0,36.0,36,1396/06/24 11:00:00
قزوین,آبیک,29.0,35.0,45.0,15.0,55.0,72.0,55,1396/06/24 11:00:00
قزوین,قزوین,24.0,25.0,16.0,27.0,27.0,26.0,27,1396/06/25 11:00:00
قزوین,آبیک,30.0,37.0,44.0,16.0,57.0,74.0,57,1396/06/25 11:00:00
قزوین,قزوین,25.0,9.0,16.0,28.0,34.0,30.0,34,1396/06/26 11:00:00
قزوین,آبیک,31.0,41.0,39.0,22.0,58.0,74.0,58,1396/06/26 11:00:00
قزوین,قزوین,26.0,28.0,13.0,31.0,30.0,26.0,31,1396/06/27 11:00:00
قزوین,آبیک,33.0,39.0,45.0,14.0,67.0,84.0,67,1396/06/27 11:00:00
قزوین,آبیک,30.0,36.0,45.0,15.0,57.0,74.0,57,1396/06/28 11:00:00
قزوین,قزوین,29.0,42.0,13.0,34.0,28.0,54.0,54,1396/06/28 11:00:00
قزوین,آبیک,33.0,40.0,43.0,17.0,65.0,81.0,17,1396/06/29 11:00:00
قزوین,قزوین,45.0,62.0,58.0,35.0,34.0,66.0,66,1396/06/29 11:00:00
قزوین,آبیک,32.0,39.0,44.0,16.0,63.0,80.0,63,1396/06/30 11:00:00
قزوین,قزوین,39.0,53.0,47.0,35.0,29.0,52.0,52,1396/06/30 11:00:00
قزوین,آبیک,38.0,43.0,44.0,16.0,77.0,92.0,77,1396/06/31 11:00:00
قزوین,قزوین,32.0,43.0,50.0,25.0,30.0,54.0,54,1396/06/31 11:00:00
گیلان,رشت- محيط زيست,,50.0,23.0,75.0,63.0,126.0,126,1396/06/03 11:00:00
گیلان,رشت- محيط زيست,16.0,36.0,44.0,23.0,31.0,58.0,58,1396/06/04 11:00:00
گیلان,رشت- محيط زيست,15.0,40.0,49.0,23.0,38.0,72.0,72,1396/06/05 11:00:00
گیلان,رشت- محيط زيست,15.0,35.0,44.0,23.0,28.0,55.0,55,1396/06/06 11:00:00
گیلان,رشت- محيط زيست,19.0,43.0,49.0,22.0,48.0,82.0,82,1396/06/07 11:00:00
گیلان,رشت- محيط زيست,17.0,41.0,48.0,22.0,43.0,76.0,76,1396/06/08 11:00:00
گیلان,رشت- محيط زيست,16.0,40.0,48.0,23.0,39.0,71.0,71,1396/06/09 11:00:00
گیلان,رشت- محيط زيست,15.0,37.0,46.0,23.0,33.0,63.0,63,1396/06/10 11:00:00
گیلان,رشت- محيط زيست,16.0,33.0,41.0,24.0,26.0,49.0,49,1396/06/11 11:00:00
گیلان,رشت- محيط زيست,15.0,42.0,51.0,22.0,42.0,79.0,79,1396/06/12 11:00:00
گیلان,رشت- محيط زيست,17.0,37.0,44.0,23.0,34.0,61.0,61,1396/06/13 11:00:00
گیلان,رشت- محيط زيست,16.0,31.0,39.0,24.0,22.0,42.0,42,1396/06/14 11:00:00
گیلان,رشت- محيط زيست,18.0,35.0,42.0,23.0,32.0,56.0,56,1396/06/15 11:00:00
گیلان,رشت- محيط زيست,20.0,38.0,43.0,23.0,40.0,65.0,65,1396/06/16 11:00:00
گیلان,رشت- محيط زيست,20.0,41.0,47.0,22.0,46.0,76.0,76,1396/06/17 11:00:00
گیلان,رشت- محيط زيست,15.0,27.0,36.0,25.0,13.0,29.0,29,1396/06/18 11:00:00
گیلان,رشت- محيط زيست,19.0,26.0,33.0,25.0,16.0,26.0,26,1396/06/19 11:00:00
گیلان,رشت- محيط زيست,19.0,30.0,36.0,24.0,24.0,39.0,39,1396/06/20 11:00:00
گیلان,رشت- محيط زيست,21.0,26.0,31.0,25.0,18.0,25.0,25,1396/06/21 11:00:00
گیلان,رشت- محيط زيست,16.0,30.0,38.0,24.0,20.0,38.0,38,1396/06/22 11:00:00
گیلان,رشت- محيط زيست,22.0,61.0,66.0,19.0,88.0,144.0,144,1396/06/25 11:00:00
گیلان,رشت- محيط زيست,19.0,44.0,50.0,22.0,50.0,85.0,85,1396/06/26 11:00:00
گیلان,رشت- محيط زيست,17.0,25.0,32.0,25.0,10.0,20.0,20,1396/06/27 11:00:00
گلستان,گرگان - میدان فلسطین,222.0,86.0,68.0,5.0,134.0,58.0,222,1396/06/01 11:00:00
همدان,نهاوند,18.0,50.0,22.0,13.0,50.0,43.0,50,1396/06/01 11:00:00
همدان,کبودرآهنگ,8.0,50.0,37.0,33.0,51.0,38.0,51,1396/06/01 11:00:00
همدان,اسدآباد,14.0,25.0,25.0,15.0,58.0,71.0,58,1396/06/01 11:00:00
همدان,ملایر,8.0,50.0,16.0,5.0,46.0,11.0,50,1396/06/01 11:00:00
همدان,نهاوند,19.0,50.0,31.0,15.0,51.0,42.0,51,1396/06/02 11:00:00
همدان,کبودرآهنگ,9.0,50.0,42.0,30.0,55.0,47.0,55,1396/06/02 11:00:00
همدان,اسدآباد,16.0,31.0,36.0,15.0,61.0,81.0,61,1396/06/02 11:00:00
همدان,ملایر,8.0,50.0,20.0,5.0,45.0,12.0,50,1396/06/02 11:00:00
همدان,نهاوند,15.0,50.0,24.0,13.0,50.0,46.0,50,1396/06/03 11:00:00
همدان,کبودرآهنگ,5.0,50.0,29.0,29.0,53.0,53.0,53,1396/06/03 11:00:00
همدان,اسدآباد,11.0,25.0,29.0,14.0,59.0,76.0,59,1396/06/03 11:00:00
همدان,ملایر,9.0,50.0,17.0,5.0,42.0,12.0,50,1396/06/03 11:00:00
همدان,نهاوند,15.0,50.0,18.0,14.0,46.0,43.0,50,1396/06/04 11:00:00
همدان,کبودرآهنگ,12.0,50.0,26.0,28.0,58.0,60.0,60,1396/06/04 11:00:00
همدان,اسدآباد,9.0,18.0,18.0,13.0,54.0,63.0,54,1396/06/04 11:00:00
همدان,ملایر,9.0,50.0,15.0,5.0,44.0,9.0,50,1396/06/04 11:00:00
همدان,همدان,51.0,50.0,16.0,24.0,79.0,74.0,51,1396/06/05 11:00:00
همدان,کبودرآهنگ,8.0,50.0,25.0,26.0,55.0,44.0,55,1396/06/05 11:00:00
همدان,اسدآباد,9.0,21.0,16.0,14.0,66.0,76.0,66,1396/06/05 11:00:00
همدان,ملایر,9.0,50.0,16.0,5.0,45.0,10.0,50,1396/06/05 11:00:00
همدان,نهاوند,15.0,63.0,19.0,14.0,53.0,43.0,63,1396/06/05 11:00:00
همدان,همدان,21.0,24.0,21.0,20.0,64.0,58.0,64,1396/06/06 11:00:00
همدان,نهاوند,15.0,64.0,20.0,15.0,54.0,43.0,64,1396/06/06 11:00:00
همدان,کبودرآهنگ,7.0,27.0,23.0,27.0,54.0,44.0,54,1396/06/06 11:00:00
همدان,اسدآباد,11.0,22.0,18.0,14.0,67.0,77.0,67,1396/06/06 11:00:00
همدان,ملایر,8.0,29.0,16.0,6.0,52.0,9.0,52,1396/06/06 11:00:00
همدان,همدان,21.0,28.0,21.0,25.0,65.0,65.0,65,1396/06/07 11:00:00
همدان,نهاوند,15.0,40.0,29.0,16.0,56.0,47.0,56,1396/06/07 11:00:00
همدان,کبودرآهنگ,12.0,30.0,25.0,36.0,56.0,47.0,56,1396/06/07 11:00:00
همدان,اسدآباد,11.0,22.0,20.0,15.0,60.0,71.0,60,1396/06/07 11:00:00
همدان,ملایر,8.0,27.0,14.0,4.0,51.0,8.0,51,1396/06/07 11:00:00
همدان,همدان,23.0,31.0,28.0,30.0,64.0,67.0,67,1396/06/08 11:00:00
همدان,نهاوند,15.0,52.0,34.0,16.0,58.0,107.0,107,1396/06/08 11:00:00
همدان,کبودرآهنگ,10.0,32.0,41.0,29.0,65.0,50.0,65,1396/06/08 11:00:00
همدان,اسدآباد,16.0,33.0,32.0,17.0,70.0,89.0,70,1396/06/08 11:00:00
همدان,ملایر,9.0,28.0,16.0,6.0,50.0,8.0,50,1396/06/08 11:00:00
همدان,همدان,31.0,27.0,30.0,37.0,76.0,92.0,92,1396/06/09 11:00:00
همدان,کبودرآهنگ,30.0,32.0,56.0,30.0,64.0,70.0,70,1396/06/09 11:00:00
همدان,اسدآباد,15.0,22.0,14.0,14.0,69.0,74.0,69,1396/06/09 11:00:00
همدان,ملایر,10.0,28.0,20.0,4.0,55.0,11.0,55,1396/06/09 11:00:00
همدان,نهاوند,15.0,50.0,38.0,15.0,61.0,67.0,67,1396/06/09 11:00:00
همدان,همدان,31.0,28.0,29.0,36.0,77.0,92.0,92,1396/06/10 11:00:00
همدان,کبودرآهنگ,25.0,39.0,65.0,27.0,58.0,58.0,58,1396/06/10 11:00:00
همدان,اسدآباد,22.0,31.0,29.0,16.0,65.0,77.0,65,1396/06/10 11:00:00
همدان,ملایر,7.0,30.0,17.0,5.0,50.0,10.0,50,1396/06/10 11:00:00
همدان,نهاوند,15.0,50.0,29.0,14.0,57.0,61.0,61,1396/06/10 11:00:00
همدان,همدان,20.0,33.0,25.0,26.0,56.0,59.0,59,1396/06/11 11:00:00
همدان,کبودرآهنگ,11.0,37.0,33.0,29.0,57.0,54.0,57,1396/06/11 11:00:00
همدان,اسدآباد,11.0,26.0,27.0,14.0,64.0,81.0,64,1396/06/11 11:00:00
همدان,ملایر,7.0,30.0,17.0,4.0,46.0,8.0,46,1396/06/11 11:00:00
همدان,نهاوند,15.0,53.0,26.0,13.0,52.0,50.0,53,1396/06/11 11:00:00
همدان,نهاوند,15.0,59.0,31.0,14.0,53.0,56.0,59,1396/06/12 11:00:00
همدان,کبودرآهنگ,32.0,32.0,46.0,30.0,80.0,48.0,80,1396/06/12 11:00:00
همدان,اسدآباد,16.0,32.0,40.0,15.0,58.0,81.0,58,1396/06/12 11:00:00
همدان,ملایر,9.0,28.0,18.0,5.0,42.0,9.0,42,1396/06/12 11:00:00
همدان,همدان,28.0,28.0,25.0,33.0,73.0,75.0,75,1396/06/12 11:00:00
همدان,همدان,24.0,22.0,23.0,29.0,72.0,79.0,79,1396/06/13 11:00:00
همدان,نهاوند,15.0,50.0,25.0,11.0,56.0,63.0,63,1396/06/13 11:00:00
همدان,کبودرآهنگ,55.0,29.0,44.0,32.0,53.0,41.0,55,1396/06/13 11:00:00
همدان,اسدآباد,8.0,15.0,11.0,12.0,61.0,66.0,61,1396/06/13 11:00:00
همدان,ملایر,14.0,27.0,18.0,8.0,60.0,17.0,60,1396/06/13 11:00:00
همدان,همدان,27.0,23.0,24.0,29.0,75.0,85.0,85,1396/06/14 11:00:00
همدان,نهاوند,45.0,50.0,34.0,15.0,63.0,69.0,69,1396/06/14 11:00:00
همدان,کبودرآهنگ,22.0,28.0,34.0,31.0,60.0,58.0,60,1396/06/14 11:00:00
همدان,اسدآباد,20.0,31.0,34.0,15.0,64.0,81.0,64,1396/06/14 11:00:00
همدان,ملایر,13.0,23.0,17.0,3.0,63.0,72.0,63,1396/06/14 11:00:00
همدان,همدان,23.0,26.0,27.0,31.0,73.0,79.0,79,1396/06/15 11:00:00
همدان,نهاوند,40.0,48.0,38.0,14.0,64.0,76.0,76,1396/06/15 11:00:00
همدان,کبودرآهنگ,31.0,29.0,29.0,29.0,75.0,51.0,75,1396/06/15 11:00:00
همدان,اسدآباد,18.0,32.0,35.0,14.0,68.0,87.0,68,1396/06/15 11:00:00
همدان,ملایر,10.0,27.0,17.0,4.0,56.0,68.0,56,1396/06/15 11:00:00
همدان,همدان,28.0,28.0,32.0,29.0,83.0,98.0,98,1396/06/16 11:00:00
همدان,نهاوند,40.0,50.0,31.0,13.0,62.0,72.0,72,1396/06/16 11:00:00
همدان,کبودرآهنگ,48.0,32.0,23.0,32.0,59.0,60.0,60,1396/06/16 11:00:00
همدان,اسدآباد,20.0,36.0,37.0,16.0,71.0,91.0,71,1396/06/16 11:00:00
همدان,ملایر,18.0,24.0,17.0,6.0,67.0,73.0,67,1396/06/16 11:00:00
همدان,همدان,23.0,21.0,24.0,23.0,84.0,102.0,102,1396/06/17 11:00:00
همدان,نهاوند,30.0,44.0,30.0,14.0,73.0,90.0,90,1396/06/17 11:00:00
همدان,کبودرآهنگ,62.0,25.0,18.0,30.0,67.0,68.0,68,1396/06/17 11:00:00
همدان,اسدآباد,18.0,28.0,26.0,13.0,75.0,88.0,75,1396/06/17 11:00:00
همدان,ملایر,14.0,22.0,16.0,5.0,72.0,79.0,72,1396/06/17 11:00:00
همدان,همدان,28.0,23.0,23.0,21.0,72.0,86.0,86,1396/06/18 11:00:00
همدان,کبودرآهنگ,50.0,25.0,30.0,29.0,60.0,59.0,60,1396/06/18 11:00:00
همدان,اسدآباد,16.0,20.0,19.0,11.0,65.0,71.0,65,1396/06/18 11:00:00
همدان,ملایر,20.0,21.0,17.0,7.0,72.0,75.0,72,1396/06/18 11:00:00
همدان,نهاوند,30.0,45.0,28.0,11.0,65.0,81.0,81,1396/06/18 11:00:00
همدان,همدان,31.0,26.0,24.0,24.0,80.0,95.0,95,1396/06/19 11:00:00
همدان,نهاوند,22.0,39.0,34.0,13.0,72.0,96.0,96,1396/06/19 11:00:00
همدان,کبودرآهنگ,25.0,28.0,46.0,33.0,67.0,68.0,68,1396/06/19 11:00:00
همدان,ملایر,11.0,26.0,17.0,4.0,70.0,82.0,70,1396/06/19 11:00:00
همدان,همدان,34.0,24.0,26.0,25.0,85.0,104.0,104,1396/06/20 11:00:00
همدان,کبودرآهنگ,43.0,30.0,56.0,30.0,68.0,67.0,68,1396/06/20 11:00:00
همدان,ملایر,10.0,26.0,18.0,5.0,67.0,80.0,67,1396/06/20 11:00:00
همدان,نهاوند,33.0,43.0,36.0,13.0,70.0,86.0,86,1396/06/20 11:00:00
همدان,همدان,24.0,26.0,31.0,24.0,72.0,90.0,90,1396/06/21 11:00:00
همدان,کبودرآهنگ,34.0,31.0,32.0,29.0,62.0,63.0,63,1396/06/21 11:00:00
همدان,اسدآباد,15.0,26.0,28.0,13.0,66.0,81.0,66,1396/06/21 11:00:00
همدان,ملایر,12.0,27.0,17.0,5.0,66.0,77.0,66,1396/06/21 11:00:00
همدان,نهاوند,39.0,47.0,34.0,12.0,68.0,79.0,79,1396/06/21 11:00:00
همدان,همدان,26.0,21.0,25.0,24.0,77.0,92.0,92,1396/06/22 11:00:00
همدان,کبودرآهنگ,7.0,30.0,23.0,34.0,55.0,54.0,55,1396/06/22 11:00:00
همدان,اسدآباد,12.0,25.0,27.0,14.0,62.0,78.0,62,1396/06/22 11:00:00
همدان,ملایر,14.0,20.0,17.0,5.0,64.0,71.0,64,1396/06/22 11:00:00
همدان,نهاوند,43.0,49.0,33.0,12.0,64.0,75.0,75,1396/06/22 11:00:00
همدان,همدان,43.0,28.0,26.0,27.0,77.0,100.0,100,1396/06/23 11:00:00
همدان,نهاوند,62.0,52.0,37.0,13.0,57.0,64.0,64,1396/06/23 11:00:00
همدان,کبودرآهنگ,7.0,30.0,30.0,28.0,58.0,52.0,58,1396/06/23 11:00:00
همدان,اسدآباد,14.0,30.0,34.0,14.0,64.0,84.0,64,1396/06/23 11:00:00
همدان,ملایر,14.0,27.0,17.0,5.0,64.0,74.0,64,1396/06/23 11:00:00
همدان,همدان,28.0,23.0,25.0,23.0,90.0,72.0,90,1396/06/24 11:00:00
همدان,نهاوند,12.0,48.0,21.0,13.0,58.0,63.0,63,1396/06/24 11:00:00
همدان,کبودرآهنگ,7.0,31.0,31.0,27.0,55.0,44.0,55,1396/06/24 11:00:00
همدان,اسدآباد,11.0,24.0,19.0,13.0,76.0,88.0,76,1396/06/24 11:00:00
همدان,ملایر,9.0,27.0,17.0,11.0,57.0,70.0,57,1396/06/24 11:00:00
همدان,همدان,28.0,23.0,25.0,24.0,82.0,85.0,82,1396/06/25 11:00:00
همدان,کبودرآهنگ,7.0,33.0,46.0,27.0,56.0,59.0,59,1396/06/25 11:00:00
همدان,اسدآباد,11.0,14.0,13.0,11.0,54.0,57.0,54,1396/06/25 11:00:00
همدان,ملایر,8.0,28.0,17.0,7.0,48.0,62.0,48,1396/06/25 11:00:00
همدان,نهاوند,31.0,49.0,24.0,13.0,56.0,55.0,56,1396/06/25 11:00:00
همدان,همدان,30.0,20.0,24.0,26.0,77.0,86.0,86,1396/06/26 11:00:00
همدان,کبودرآهنگ,7.0,31.0,32.0,28.0,48.0,42.0,48,1396/06/26 11:00:00
همدان,اسدآباد,14.0,24.0,23.0,15.0,59.0,70.0,59,1396/06/26 11:00:00
همدان,ملایر,9.0,26.0,16.0,9.0,53.0,65.0,53,1396/06/26 11:00:00
همدان,نهاوند,31.0,46.0,30.0,14.0,55.0,52.0,55,1396/06/26 11:00:00
همدان,همدان,25.0,20.0,23.0,27.0,71.0,84.0,84,1396/06/27 11:00:00
همدان,کبودرآهنگ,43.0,29.0,32.0,26.0,49.0,38.0,49,1396/06/27 11:00:00
همدان,اسدآباد,13.0,18.0,17.0,13.0,54.0,60.0,54,1396/06/27 11:00:00
همدان,ملایر,12.0,25.0,17.0,9.0,73.0,84.0,73,1396/06/27 11:00:00
همدان,نهاوند,18.0,47.0,23.0,13.0,73.0,67.0,73,1396/06/27 11:00:00
همدان,همدان,32.0,20.0,24.0,28.0,71.0,83.0,83,1396/06/28 11:00:00
همدان,کبودرآهنگ,44.0,30.0,35.0,34.0,56.0,46.0,56,1396/06/28 11:00:00
همدان,اسدآباد,11.0,21.0,22.0,14.0,55.0,66.0,55,1396/06/28 11:00:00
همدان,ملایر,6.0,25.0,17.0,6.0,56.0,70.0,56,1396/06/28 11:00:00
همدان,نهاوند,20.0,47.0,27.0,14.0,60.0,63.0,63,1396/06/28 11:00:00
همدان,همدان,28.0,23.0,23.0,27.0,52.0,54.0,28,1396/06/29 11:00:00
همدان,کبودرآهنگ,31.0,29.0,34.0,26.0,38.0,39.0,39,1396/06/29 11:00:00
همدان,اسدآباد,13.0,24.0,24.0,14.0,61.0,73.0,14,1396/06/29 11:00:00
همدان,ملایر,6.0,25.0,16.0,7.0,69.0,82.0,25,1396/06/29 11:00:00
همدان,نهاوند,29.0,48.0,33.0,14.0,76.0,93.0,48,1396/06/29 11:00:00
همدان,نهاوند,17.0,50.0,26.0,12.0,57.0,63.0,63,1396/06/30 11:00:00
همدان,همدان,26.0,21.0,24.0,25.0,66.0,80.0,80,1396/06/30 11:00:00
همدان,اسدآباد,12.0,21.0,19.0,13.0,62.0,71.0,62,1396/06/30 11:00:00
همدان,ملایر,10.0,24.0,17.0,9.0,48.0,59.0,48,1396/06/30 11:00:00
همدان,کبودرآهنگ,37.0,29.0,28.0,26.0,49.0,42.0,49,1396/06/30 11:00:00
همدان,همدان,32.0,20.0,24.0,25.0,65.0,85.0,85,1396/06/31 11:00:00
همدان,کبودرآهنگ,36.0,26.0,40.0,26.0,53.0,52.0,53,1396/06/31 11:00:00
همدان,اسدآباد,12.0,22.0,21.0,13.0,64.0,75.0,64,1396/06/31 11:00:00
همدان,ملایر,10.0,23.0,17.0,8.0,45.0,55.0,45,1396/06/31 11:00:00
همدان,نهاوند,25.0,50.0,23.0,14.0,56.0,66.0,66,1396/06/31 11:00:00
ایلام,دهلران,16.0,45.0,53.0,22.0,48.0,88.0,88,1396/06/01 11:00:00
ایلام,مهران,5.0,58.0,74.0,20.0,60.0,133.0,133,1396/06/01 11:00:00
ایلام,ایلام,19.0,112.0,79.0,20.0,48.0,83.0,112,1396/06/01 11:00:00
ایلام,آبدانان,32.0,43.0,40.0,22.0,64.0,81.0,81,1396/06/01 11:00:00
ایلام,ایوان,19.0,47.0,54.0,21.0,56.0,96.0,96,1396/06/01 11:00:00
ایلام,دهلران,14.0,45.0,55.0,22.0,46.0,89.0,89,1396/06/02 11:00:00
ایلام,مهران,20.0,55.0,60.0,20.0,73.0,122.0,122,1396/06/02 11:00:00
ایلام,ایلام,13.0,53.0,50.0,31.0,54.0,93.0,93,1396/06/02 11:00:00
ایلام,آبدانان,30.0,50.0,50.0,20.0,76.0,107.0,107,1396/06/02 11:00:00
ایلام,ایوان,18.0,52.0,60.0,20.0,65.0,114.0,114,1396/06/02 11:00:00
ایلام,دهلران,15.0,45.0,54.0,22.0,48.0,89.0,89,1396/06/03 11:00:00
ایلام,مهران,83.0,104.0,68.0,11.0,244.0,285.0,285,1396/06/03 11:00:00
ایلام,ایلام,9.0,57.0,60.0,20.0,49.0,82.0,82,1396/06/03 11:00:00
ایلام,آبدانان,32.0,42.0,39.0,22.0,63.0,78.0,78,1396/06/03 11:00:00
ایلام,ایوان,17.0,51.0,58.0,21.0,62.0,109.0,109,1396/06/03 11:00:00
ایلام,ایلام,10.0,90.0,97.0,21.0,40.0,65.0,90,1396/06/04 11:00:00
ایلام,آبدانان,33.0,38.0,34.0,22.0,57.0,65.0,65,1396/06/04 11:00:00
ایلام,ایوان,20.0,45.0,51.0,22.0,54.0,90.0,90,1396/06/04 11:00:00
ایلام,دهلران,15.0,43.0,51.0,22.0,43.0,81.0,81,1396/06/04 11:00:00
ایلام,ایلام,8.0,80.0,74.0,33.0,45.0,71.0,80,1396/06/05 11:00:00
ایلام,آبدانان,33.0,38.0,34.0,22.0,57.0,65.0,65,1396/06/05 11:00:00
ایلام,ایوان,19.0,42.0,49.0,22.0,47.0,80.0,80,1396/06/05 11:00:00
ایلام,دهلران,14.0,49.0,58.0,21.0,54.0,102.0,102,1396/06/05 11:00:00
ایلام,ایلام,10.0,66.0,55.0,39.0,47.0,77.0,77,1396/06/06 11:00:00
ایلام,آبدانان,31.0,45.0,43.0,21.0,67.0,88.0,88,1396/06/06 11:00:00
ایلام,ایوان,17.0,49.0,56.0,21.0,58.0,102.0,102,1396/06/06 11:00:00
ایلام,دهلران,14.0,48.0,57.0,21.0,52.0,98.0,98,1396/06/06 11:00:00
ایلام,ایلام,10.0,45.0,46.0,36.0,59.0,104.0,104,1396/06/07 11:00:00
ایلام,آبدانان,31.0,46.0,44.0,21.0,69.0,91.0,91,1396/06/07 11:00:00
ایلام,ایوان,15.0,56.0,65.0,20.0,69.0,127.0,127,1396/06/07 11:00:00
ایلام,دهلران,16.0,46.0,54.0,22.0,50.0,92.0,92,1396/06/07 11:00:00
ایلام,آبدانان,31.0,44.0,42.0,21.0,66.0,86.0,86,1396/06/08 11:00:00
ایلام,ایوان,13.0,53.0,63.0,21.0,60.0,115.0,115,1396/06/08 11:00:00
ایلام,دهلران,14.0,48.0,58.0,21.0,53.0,100.0,100,1396/06/08 11:00:00
ایلام,ایلام,6.0,42.0,45.0,26.0,52.0,96.0,96,1396/06/08 11:00:00
ایلام,آبدانان,32.0,42.0,39.0,22.0,62.0,77.0,77,1396/06/09 11:00:00
ایلام,ایوان,16.0,47.0,55.0,21.0,54.0,97.0,97,1396/06/09 11:00:00
ایلام,دهلران,10.0,45.0,58.0,22.0,43.0,91.0,91,1396/06/09 11:00:00
ایلام,ایلام,2.0,58.0,56.0,15.0,47.0,81.0,81,1396/06/09 11:00:00
ایلام,دهلران,16.0,46.0,54.0,22.0,51.0,93.0,93,1396/06/10 11:00:00
ایلام,ایوان,18.0,39.0,46.0,23.0,41.0,70.0,70,1396/06/10 11:00:00
ایلام,آبدانان,33.0,40.0,36.0,22.0,59.0,70.0,70,1396/06/10 11:00:00
ایلام,ایلام,8.0,72.0,73.0,17.0,52.0,85.0,85,1396/06/10 11:00:00
ایلام,ایلام,14.0,112.0,74.0,25.0,47.0,76.0,112,1396/06/11 11:00:00
ایلام,دهلران,12.0,49.0,60.0,21.0,53.0,104.0,104,1396/06/11 11:00:00
ایلام,ایوان,16.0,49.0,58.0,21.0,57.0,104.0,104,1396/06/11 11:00:00
ایلام,آبدانان,32.0,43.0,41.0,22.0,65.0,82.0,82,1396/06/11 11:00:00
ایلام,مهران,14.0,62.0,72.0,19.0,80.0,148.0,148,1396/06/12 11:00:00
ایلام,دهلران,13.0,47.0,57.0,21.0,49.0,95.0,95,1396/06/12 11:00:00
ایلام,ایوان,16.0,49.0,57.0,21.0,58.0,104.0,104,1396/06/12 11:00:00
ایلام,آبدانان,32.0,43.0,41.0,22.0,65.0,82.0,82,1396/06/12 11:00:00
ایلام,ایلام,12.0,50.0,61.0,29.0,51.0,87.0,87,1396/06/12 11:00:00
ایلام,آبدانان,35.0,32.0,27.0,23.0,47.0,44.0,44,1396/06/13 11:00:00
ایلام,ایوان,16.0,48.0,57.0,21.0,56.0,101.0,101,1396/06/13 11:00:00
ایلام,دهلران,12.0,51.0,62.0,21.0,57.0,111.0,111,1396/06/13 11:00:00
ایلام,مهران,6.0,64.0,79.0,19.0,73.0,153.0,153,1396/06/13 11:00:00
ایلام,ایلام,17.0,36.0,50.0,16.0,48.0,79.0,79,1396/06/13 11:00:00
ایلام,ایلام,21.0,44.0,75.0,22.0,41.0,65.0,65,1396/06/14 11:00:00
ایلام,مهران,16.0,60.0,69.0,19.0,78.0,141.0,141,1396/06/14 11:00:00
ایلام,دهلران,13.0,42.0,52.0,22.0,40.0,79.0,79,1396/06/14 11:00:00
ایلام,ایوان,20.0,45.0,51.0,22.0,54.0,90.0,90,1396/06/14 11:00:00
ایلام,آبدانان,34.0,35.0,30.0,23.0,51.0,53.0,53,1396/06/14 11:00:00
ایلام,ایلام,21.0,40.0,53.0,23.0,39.0,64.0,64,1396/06/15 11:00:00
ایلام,مهران,11.0,66.0,79.0,18.0,84.0,162.0,162,1396/06/15 11:00:00
ایلام,دهلران,16.0,40.0,48.0,23.0,38.0,71.0,71,1396/06/15 11:00:00
ایلام,ایوان,16.0,44.0,52.0,22.0,47.0,85.0,85,1396/06/15 11:00:00
ایلام,آبدانان,33.0,39.0,36.0,22.0,58.0,69.0,69,1396/06/15 11:00:00
ایلام,ایلام,18.0,63.0,63.0,38.0,54.0,97.0,97,1396/06/16 11:00:00
ایلام,مهران,8.0,61.0,75.0,19.0,70.0,144.0,144,1396/06/16 11:00:00
ایلام,ایوان,13.0,40.0,50.0,23.0,35.0,72.0,72,1396/06/16 11:00:00
ایلام,آبدانان,31.0,45.0,43.0,21.0,68.0,89.0,89,1396/06/16 11:00:00
ایلام,ایلام,14.0,72.0,46.0,56.0,54.0,96.0,96,1396/06/17 11:00:00
ایلام,مهران,17.0,66.0,74.0,18.0,92.0,162.0,162,1396/06/17 11:00:00
ایلام,آبدانان,31.0,45.0,42.0,21.0,67.0,87.0,87,1396/06/17 11:00:00
ایلام,ایلام,15.0,64.0,47.0,52.0,42.0,75.0,75,1396/06/18 11:00:00
ایلام,مهران,9.0,59.0,72.0,20.0,67.0,136.0,136,1396/06/18 11:00:00
ایلام,آبدانان,33.0,38.0,34.0,23.0,56.0,63.0,63,1396/06/18 11:00:00
ایلام,ایلام,22.0,47.0,47.0,27.0,47.0,78.0,78,1396/06/19 11:00:00
ایلام,مهران,7.0,64.0,79.0,19.0,76.0,155.0,155,1396/06/19 11:00:00
ایلام,آبدانان,32.0,41.0,38.0,22.0,61.0,74.0,74,1396/06/19 11:00:00
ایلام,آبدانان,33.0,39.0,35.0,22.0,58.0,68.0,68,1396/06/20 11:00:00
ایلام,دهلران,13.0,44.0,55.0,22.0,44.0,87.0,87,1396/06/20 11:00:00
ایلام,مهران,10.0,61.0,74.0,19.0,73.0,145.0,145,1396/06/20 11:00:00
ایلام,ایلام,17.0,51.0,43.0,38.0,46.0,74.0,74,1396/06/20 11:00:00
ایلام,آبدانان,32.0,43.0,40.0,22.0,64.0,80.0,80,1396/06/21 11:00:00
ایلام,دهلران,14.0,51.0,61.0,21.0,58.0,110.0,110,1396/06/21 11:00:00
ایلام,مهران,6.0,60.0,75.0,19.0,66.0,140.0,140,1396/06/21 11:00:00
ایلام,ایلام,11.0,47.0,54.0,30.0,48.0,80.0,80,1396/06/21 11:00:00
ایلام,آبدانان,33.0,38.0,34.0,23.0,56.0,63.0,63,1396/06/22 11:00:00
ایلام,ایوان,16.0,54.0,63.0,20.0,67.0,121.0,121,1396/06/22 11:00:00
